id,age,prior_experience,education_level,region,treatment,salary,pre_salary
519,41,1.8,Bachelor's,West,0,50438.55,44184.44
520,35,6.4,Master's,South,1,73988.62,72301.14
521,49,7.0,Bachelor's,West,1,66112.4,61425.29
522,32,1.5,High School,West,0,32963.27,28771.92
523,39,1.9,High School,West,0,49025.73,33242.34
524,40,4.7,Bachelor's,South,0,61529.65,51423.46
525,19,2.2,Bachelor's,East,1,55304.17,41104.87
526,48,2.9,Master's,West,1,60686.76,52191.76
527,44,3.1,Bachelor's,South,0,47737.54,41832.24
528,27,0.0,Bachelor's,East,0,39219.13,38022.89
529,19,3.0,Bachelor's,North,1,50700.18,47949.65
530,43,1.6,High School,South,1,45261.84,30783.56
531,34,2.0,High School,East,0,42653.28,43761.02
532,25,5.9,Master's,South,0,53665.01,62954.05
533,18,0.5,High School,East,0,35593.88,28233.04
534,26,4.6,High School,East,1,60753.22,37281.84
535,28,2.4,Bachelor's,South,0,42523.44,45439.77
536,39,2.4,Bachelor's,North,0,53792.32,44158.05
537,33,4.6,Master's,West,1,65290.55,61932.16
538,24,3.7,High School,East,0,43245.72,40526.52
539,46,4.1,High School,West,0,40889.81,37525.12
540,27,4.9,High School,North,1,53274.13,51382.87
541,40,2.3,Bachelor's,West,1,51925.65,46642.5
542,43,1.8,High School,West,0,38819.46,34383.57
543,20,0.8,Bachelor's,South,0,44733.12,41058.55
544,35,1.3,Master's,South,0,48725.43,50796.17
545,42,8.9,Master's,North,0,64894.73,65984.57
546,41,5.5,High School,South,1,58483.93,47130.78
547,30,0.3,Bachelor's,East,0,41003.63,37099.51
548,45,0.4,Bachelor's,North,0,37981.68,41229.2
549,43,4.0,Master's,South,0,66227.35,54039.27
550,24,4.1,Master's,South,1,59463.94,54881.19
551,42,4.1,High School,North,0,31206.88,48951.48
552,21,2.5,Bachelor's,East,1,51816.09,50423.65
553,30,2.7,High School,North,1,51799.4,24917.76
554,37,3.7,High School,South,1,45688.05,45727.05
555,18,3.2,High School,South,0,34610.5,39305.39
556,25,0.0,Bachelor's,North,0,42755.11,35167.27
557,49,2.5,Bachelor's,East,1,57933.94,41471.3
558,31,1.3,High School,East,1,45776.87,30103.53
559,33,3.4,Bachelor's,West,0,51958.41,45480.26
560,31,9.0,High School,East,1,64785.59,52491.47
561,29,3.7,Bachelor's,North,0,47309.97,43681.6
562,36,2.4,High School,East,0,41167.72,33038.48
563,40,4.8,High School,East,1,47806.38,45693.58
564,32,4.0,Bachelor's,West,1,49182.53,50200.36
565,45,3.8,High School,East,0,39354.15,43623.43
566,19,4.2,Bachelor's,West,1,65295.47,50334.52
567,19,7.1,High School,West,0,52617.06,46073.28
568,49,0.7,Bachelor's,East,0,44501.13,42077.76
569,40,3.9,High School,South,1,41760.32,37681.24
570,48,1.1,Bachelor's,North,1,53019.2,43886.46
571,39,4.1,Bachelor's,North,0,53602.4,45636.32
572,36,1.2,High School,East,0,26733.89,30850.09
573,42,2.2,Bachelor's,North,0,48806.09,43154.43
574,43,2.4,High School,North,0,36671.87,39897.62
575,48,5.0,Bachelor's,West,1,78211.58,53703.99
576,47,4.8,High School,South,0,33624.55,44480.01
577,46,0.5,Bachelor's,North,1,56371.27,47042.68
578,39,3.1,Bachelor's,South,1,55358.81,39952.07
579,43,1.6,Master's,North,1,51656.76,45646.49
580,43,0.5,Bachelor's,South,0,36814.19,35175.25
581,39,2.6,Bachelor's,South,1,57085.29,38717.39
582,34,2.4,Bachelor's,North,1,60336.44,42321.92
583,37,7.9,Master's,West,1,87170.12,71451.08
584,27,3.9,Bachelor's,South,1,66707.22,47333.41
585,23,0.2,High School,South,0,25907.38,29267.99
586,32,1.9,Master's,North,0,56262.18,43809.78
587,39,5.0,Bachelor's,South,1,65084.72,49813.9
588,28,7.2,Master's,South,0,63257.64,64753.21
589,45,0.0,Master's,West,1,53940.45,47569.6
590,22,0.0,High School,South,0,26450.79,23300.33
591,18,6.7,Bachelor's,West,1,68411.25,56279.97
592,25,3.8,High School,South,0,37689.4,45747.27
593,38,1.3,High School,South,0,28650.27,32119.67
594,45,4.1,High School,West,0,44603.37,33837.75
595,29,0.0,Bachelor's,West,0,41143.65,43116.7
596,29,3.0,High School,East,0,38082.27,41939.59
597,22,3.7,High School,South,1,57805.18,44577.59
598,24,4.8,Bachelor's,West,1,61243.47,45424.87
599,21,1.0,High School,South,0,31402.75,39049.82
600,23,3.2,High School,South,0,42816.57,36506.9
601,30,1.1,High School,South,0,32785.32,31262.24
602,49,3.5,High School,North,0,40956.29,37688.89
603,37,1.2,Bachelor's,East,0,29025.73,45387.75
604,47,2.2,High School,North,0,36634.93,35880.81
605,32,1.0,Master's,East,1,48889.13,49926.96
606,20,4.3,Bachelor's,South,0,44802.06,51203.6
607,40,4.7,High School,South,0,37474.09,43719.83
608,25,2.5,High School,West,0,32379.36,33712.86
609,37,3.1,Bachelor's,East,1,54485.16,54548.56
610,33,0.1,Bachelor's,East,0,35875.99,32446.43
611,30,2.4,High School,North,0,40523.32,38849.02
612,35,2.9,High School,East,1,49810.71,40206.63
613,45,8.2,Master's,South,0,60219.39,74217.43
614,27,0.8,High School,West,0,32744.67,37952.36
615,47,5.9,High School,North,0,49376.34,47150.45
616,36,5.0,Master's,West,1,68338.32,62121.58
617,34,3.6,Bachelor's,East,1,58379.39,55859.49
618,41,6.5,High School,East,0,50503.27,49239.29
619,48,3.7,Bachelor's,North,1,63055.63,44834.27
620,36,3.8,High School,East,1,43460.56,39862.13
621,45,2.9,Bachelor's,West,1,55459.69,41481.42
622,43,5.4,Bachelor's,South,0,61883.09,55687.27
623,40,5.2,Master's,North,0,67662.12,64857.82
624,43,1.7,Master's,East,1,64500.62,49615.83
625,22,0.4,Master's,West,0,48768.64,39716.16
626,43,2.6,Master's,South,1,71055.29,56886.6
627,38,1.4,Bachelor's,East,1,61789.01,35094.8
628,47,2.9,High School,North,0,37973.45,32516.18
629,40,5.5,Bachelor's,East,1,59577.47,53786.65
630,48,2.1,Bachelor's,East,1,52904.73,45307.14
631,26,2.9,Master's,East,0,69226.54,55388.99
632,29,3.1,High School,South,1,41501.35,39035.44
633,38,4.7,Master's,South,1,66737.89,66140.18
634,18,0.0,Master's,East,1,47936.54,45260.67
635,43,1.8,Master's,East,0,50983.62,54538.67
636,43,3.4,Master's,North,0,49254.25,58347.82
637,18,5.4,High School,East,0,45656.72,41028.51
638,32,2.0,High School,West,0,26298.11,35321.08
639,19,0.0,High School,West,0,33088.1,38493.28
640,49,4.2,High School,North,0,48829.99,40582.6
641,47,1.7,Bachelor's,South,1,51268.11,40401.52
642,39,0.6,Master's,East,1,56186.35,47482.3
643,33,1.8,Master's,North,0,49436.89,48525.92
644,42,2.6,Bachelor's,South,0,46797.4,42625.18
645,25,1.8,High School,North,0,35180.68,33466.87
646,30,0.0,High School,South,0,33840.58,35728.04
647,38,4.8,High School,East,1,60547.59,43853.53
648,18,5.5,High School,North,1,52578.89,41187.7
649,33,4.3,Bachelor's,East,1,59362.49,44853.01
650,46,0.7,High School,North,0,36681.98,40927.22
651,24,2.6,High School,South,0,30682.71,36906.66
652,49,3.0,High School,North,0,29107.27,40738.31
653,48,4.2,Bachelor's,West,1,61724.35,47514.49
654,22,4.3,Bachelor's,West,1,63491.77,52183.94
655,39,1.5,Bachelor's,North,0,38983.46,48337.32
656,46,3.2,Bachelor's,West,1,54598.72,44990.95
657,40,3.9,Master's,East,0,52942.72,58534.35
658,20,5.9,High School,West,0,43400.31,42077.01
659,29,4.4,Bachelor's,West,0,54694.52,59291.46
660,43,4.6,Bachelor's,East,0,45831.85,52874.14
661,33,3.2,Bachelor's,East,1,56175.35,45948.82
662,36,5.8,Master's,South,1,67936.07,61208.5
663,22,3.8,High School,East,1,44182.13,39359.85
664,39,1.3,Bachelor's,North,1,56184.36,40064.38
665,42,5.8,High School,West,0,44821.09,37610.02
666,46,4.4,Bachelor's,South,1,62129.62,50808.14
667,31,2.1,High School,East,1,38801.36,35740.49
668,45,2.0,High School,West,1,42413.34,37954.65
669,22,3.6,Bachelor's,North,1,62559.89,46707.43
670,32,3.9,Bachelor's,North,1,72715.47,46615.85
671,34,3.4,High School,South,0,30302.67,40168.9
672,47,3.6,Bachelor's,North,0,47862.31,42350.53
673,31,6.4,Bachelor's,West,1,69261.15,57773.69
674,47,5.1,High School,East,1,52348.76,37852.72
675,37,3.4,Bachelor's,North,0,52391.42,52683.27
676,22,4.9,Bachelor's,East,1,58314.2,55437.08
677,29,0.9,Bachelor's,West,1,51574.09,36995.26
678,33,3.8,High School,West,1,48777.2,44044.55
679,43,6.6,High School,East,1,65952.99,50246.06
680,43,2.6,Bachelor's,West,0,42309.9,41763.96
681,33,1.3,Master's,South,0,47154.83,40808.5
682,38,1.7,Bachelor's,North,0,47815.91,44365.74
683,24,0.8,High School,South,1,37322.01,29222.87
684,21,1.4,Bachelor's,South,0,42635.18,46579.88
685,18,2.3,Master's,South,0,42664.28,51956.13
686,47,0.2,High School,East,1,35126.93,27801.67
687,47,3.0,Master's,East,0,56004.37,61191.35
688,22,4.8,Master's,West,1,64460.18,61705.79
689,40,1.2,High School,East,0,30830.6,18979.65
690,43,6.0,Master's,West,1,75581.14,61054.43
691,27,4.0,High School,East,0,39168.82,36463.64
692,39,5.1,Master's,West,0,64297.69,57100.81
693,22,1.7,Bachelor's,North,0,44131.31,42521.07
694,21,4.7,Bachelor's,West,0,54305.57,53516.19
695,19,0.8,Bachelor's,North,0,46653.22,41445.46
696,37,4.8,Bachelor's,West,1,63940.6,56711.49
697,48,3.3,High School,East,1,57725.27,42446.39
698,27,4.1,Bachelor's,East,0,54875.82,52598.99
699,43,0.6,High School,North,0,29329.17,32605.97
700,36,1.2,High School,South,0,40095.32,38747.2
701,43,4.2,High School,South,0,43902.7,41334.89
702,49,1.1,Bachelor's,West,1,49336.51,40138.79
703,18,3.9,High School,East,0,43171.17,34077.71
704,41,0.3,High School,South,0,36358.81,35124.66
705,22,4.7,High School,East,1,56364.27,43792.3
706,30,0.5,High School,East,1,50716.82,43234.42
707,21,4.1,Bachelor's,East,0,55746.45,48677.87
708,33,4.3,Master's,West,1,70369.59,58254.31
709,41,1.6,High School,North,0,29689.03,36986.02
710,33,4.2,Master's,West,1,66593.5,53192.4
711,40,3.5,Bachelor's,South,0,48920.97,49934.19
712,19,1.9,Bachelor's,North,0,47250.11,43838.65
713,34,1.0,Bachelor's,South,0,44135.34,39785.25
714,45,0.0,Master's,North,0,45847.7,49690.42
715,49,3.7,High School,North,0,41699.65,37485.01
716,49,0.0,Bachelor's,West,1,51602.28,39099.61
717,44,3.2,Bachelor's,East,1,53279.13,53418.66
718,37,2.5,Bachelor's,East,0,53896.89,42673.51
719,41,4.4,Master's,North,1,57839.02,57012.46
720,29,2.4,High School,West,0,44464.77,46581.22
721,35,2.3,Bachelor's,South,1,54797.39,46797.56
722,20,4.5,Bachelor's,South,1,66404.12,49475.21
723,45,3.7,High School,East,1,52829.55,44310.5
724,18,3.6,High School,East,0,42627.11,38527.63
725,18,3.9,Bachelor's,South,1,62586.88,43440.34
726,46,0.0,Master's,South,1,59045.27,50489.46
727,36,4.5,Bachelor's,West,0,49896.58,47087.76
728,28,4.2,Master's,South,0,62848.81,67406.85
729,22,1.0,Bachelor's,West,0,35477.55,39042.67
730,29,2.5,High School,East,0,37508.86,46033.06
731,20,2.9,High School,South,0,42944.01,33225.32
732,18,2.7,High School,East,0,43168.11,42201.97
733,18,3.7,High School,North,0,43307.1,43098.91
734,25,5.9,High School,North,0,45621.24,51050.98
735,27,5.2,Bachelor's,North,1,67974.14,57472.09
736,28,0.4,Bachelor's,South,0,35779.85,37209.02
737,29,4.2,High School,East,1,61489.47,37364.62
738,46,5.7,High School,South,1,56550.25,46896.33
739,30,3.8,High School,East,0,33622.72,42292.12
740,29,5.2,Bachelor's,West,0,47572.47,51712.62
741,48,7.0,High School,South,1,61291.84,52110.22
742,31,5.0,High School,North,1,55841.38,46318.5
743,19,3.5,Master's,West,1,75344.13,51859.89
744,46,5.1,Master's,East,0,55078.03,61879.89
745,36,3.3,High School,South,1,50066.64,38831.15
746,35,3.0,Bachelor's,East,0,41846.31,44200.08
747,20,2.3,High School,East,0,34428.24,40049.5
748,40,6.1,Bachelor's,South,0,64800.34,53192.04
749,34,1.4,Bachelor's,South,0,36407.75,40373.33
750,43,6.1,High School,East,0,51129.42,48588.2
751,25,4.0,Bachelor's,East,1,61963.72,55497.25
752,46,0.2,High School,West,0,30483.31,31371.14
753,43,3.7,High School,North,1,53803.08,43213.15
754,27,0.0,High School,East,1,34199.9,28809.43
755,43,4.3,Bachelor's,North,0,59034.66,50586.04
756,47,4.8,High School,West,0,53935.62,44204.49
757,19,1.8,High School,North,0,35681.39,36573.22
758,36,3.2,High School,North,0,51856.82,38416.13
759,26,6.9,High School,West,0,48729.8,56060.0
760,24,2.0,Bachelor's,East,1,55967.68,42507.34
761,21,0.9,High School,North,0,39806.0,25871.04
762,43,6.0,High School,East,0,45594.96,58971.19
763,38,6.9,Bachelor's,East,1,61867.78,57390.53
764,35,3.0,Bachelor's,South,1,48963.59,52252.68
765,30,5.0,Master's,East,0,70372.91,65619.16
766,28,5.7,Bachelor's,East,0,52403.73,58880.86
767,46,1.5,High School,North,1,43616.41,33707.89
768,41,2.0,Bachelor's,East,1,48524.34,45146.74
769,21,5.5,Bachelor's,East,0,59126.94,49401.96
770,42,6.4,High School,South,0,45202.29,57160.59
771,38,4.1,Master's,South,1,64920.97,53892.78
772,46,1.2,High School,North,1,45218.72,32584.4
773,42,7.0,Master's,North,1,70602.14,66395.95
774,21,1.9,Master's,South,0,49921.26,50270.24
775,27,2.3,Bachelor's,South,0,52000.22,42272.51
776,22,3.7,Master's,West,1,68195.3,61677.36
777,26,6.1,Bachelor's,East,1,66977.67,60101.12
778,41,4.7,High School,North,0,45198.18,45388.19
779,49,3.8,Bachelor's,North,0,47543.52,47801.79
780,20,3.9,High School,East,0,51760.49,45957.1
781,34,3.1,High School,East,0,35200.3,37442.13
782,20,4.1,Bachelor's,North,0,51403.47,56581.57
783,33,0.0,High School,South,0,30575.13,30444.88
784,21,2.4,High School,South,0,42264.17,42119.13
785,35,3.5,Bachelor's,East,0,53963.8,48044.72
786,34,0.7,Master's,North,0,46933.82,47386.13
787,24,3.8,High School,East,0,42771.27,46301.68
788,49,2.6,High School,South,1,49415.85,46575.7
789,41,6.5,High School,West,0,38172.15,55741.47
790,40,6.1,Bachelor's,West,1,58493.17,59808.54
791,47,2.1,High School,South,0,33179.85,38657.13
792,49,2.7,Bachelor's,East,0,43286.98,44072.21
793,22,2.9,High School,West,1,42559.9,39880.92
794,29,2.1,High School,South,1,50037.96,32647.8
795,34,3.4,Master's,North,1,65180.74,56703.13
796,40,1.5,High School,East,0,33376.83,36260.2
797,30,0.7,Bachelor's,East,1,43935.53,32256.62
798,40,4.2,High School,West,1,52513.54,42754.95
799,42,4.3,Bachelor's,East,0,37643.75,52559.5
800,20,1.4,Bachelor's,West,1,51359.32,41865.16
801,26,4.8,High School,West,1,54688.05,45832.2
802,47,1.7,High School,South,0,36420.11,29733.11
803,34,3.5,High School,West,1,42698.48,37396.54
804,34,4.6,Bachelor's,North,0,53046.15,55939.75
805,47,2.9,Bachelor's,East,1,51591.17,46702.29
806,37,3.9,Bachelor's,West,0,45666.1,51059.52
807,33,2.0,Bachelor's,East,0,47491.08,41813.92
808,42,2.6,High School,West,0,47891.77,37877.98
809,39,2.6,High School,South,0,38021.64,28591.95
810,30,1.5,High School,North,0,30435.05,37884.05
811,44,2.6,High School,East,1,48882.71,45031.73
812,36,0.0,High School,South,0,34695.15,25739.93
813,34,2.0,Bachelor's,East,1,57158.07,40238.67
814,21,2.4,Bachelor's,South,0,59006.31,46963.52
815,29,2.5,Master's,North,0,48886.23,58395.52
816,46,2.5,High School,West,0,38812.17,37491.61
817,26,2.9,Bachelor's,South,1,64374.0,41782.73
818,36,4.0,Master's,East,1,74307.45,56165.53
819,29,4.7,Bachelor's,East,0,42496.71,47980.27
820,26,1.7,High School,South,0,35084.62,32424.61
821,24,0.6,High School,North,0,39203.4,30583.84
822,45,0.9,High School,North,1,57200.95,28982.7
823,31,2.0,High School,West,1,49595.76,32888.38
824,48,2.3,Bachelor's,West,1,53049.16,45198.14
825,49,1.5,High School,East,0,29334.01,35360.14
826,37,0.4,High School,East,1,52317.02,25504.08
827,36,2.1,Bachelor's,West,1,57906.98,45885.53
828,43,3.4,Bachelor's,West,0,43848.23,46672.26
829,32,4.2,Bachelor's,West,1,59554.39,53481.05
830,33,1.9,Bachelor's,South,0,45206.39,46821.99
831,38,2.2,High School,West,0,39241.05,34421.84
832,22,1.1,High School,South,0,28941.72,35756.59
833,20,2.9,High School,South,0,35740.41,35352.18
834,29,1.3,Bachelor's,West,1,43644.76,47195.05
835,42,4.1,Master's,North,1,72637.58,54103.46
836,37,0.0,High School,North,0,28291.91,31411.0
837,44,2.3,Bachelor's,East,1,57173.83,44149.56
838,38,3.6,High School,West,1,57917.94,36732.42
839,21,3.4,Bachelor's,East,1,59202.36,51803.66
840,38,8.4,High School,West,0,54593.35,52743.47
841,40,3.7,High School,East,0,42068.41,34299.71
842,33,1.0,Master's,South,0,48291.64,36471.95
843,42,2.8,Bachelor's,West,0,52658.04,42899.82
844,24,0.0,Bachelor's,North,0,39554.19,43503.63
845,30,2.8,High School,West,0,35794.4,43430.95
846,38,1.3,High School,East,1,49240.91,31025.61
847,27,4.8,High School,East,0,50644.76,42902.18
848,43,1.9,Master's,East,0,44011.11,48840.35
849,24,2.8,Master's,East,1,70963.32,48066.27
850,31,1.7,Bachelor's,East,1,55010.21,39304.67
851,48,6.5,High School,East,1,60849.46,53424.6
852,43,2.4,Master's,North,1,67105.67,54215.55
853,22,6.7,Bachelor's,East,1,65160.46,59192.36
854,20,4.6,Bachelor's,North,1,66655.73,46459.41
855,40,4.0,High School,West,0,40008.52,42402.81
856,46,3.7,Bachelor's,South,1,51837.65,39884.62
857,28,3.8,Bachelor's,North,0,44374.0,52771.21
858,28,0.0,Master's,West,1,57835.11,46034.3
859,35,2.4,Bachelor's,South,0,40599.36,39819.07
860,32,4.7,High School,North,1,62121.33,50565.7
861,29,2.9,Bachelor's,North,0,52653.03,39515.34
862,26,0.2,Master's,West,0,52236.06,47721.22
863,27,2.9,High School,East,0,39309.47,40920.69
864,43,6.4,High School,North,0,50513.94,44241.32
865,29,5.5,High School,North,0,40512.79,46348.6
866,34,2.9,Bachelor's,West,0,51606.89,40152.69
867,46,4.9,High School,East,1,56607.86,33314.5
868,23,2.3,Bachelor's,South,1,57637.49,40628.5
869,24,0.0,High School,East,0,38441.56,27533.5
870,31,1.2,Master's,East,0,45423.39,51177.02
871,30,6.1,High School,West,0,47746.62,48569.63
872,25,2.5,High School,East,0,38989.4,37874.18
873,27,2.5,Bachelor's,West,1,50862.52,41442.31
874,26,2.4,Bachelor's,South,0,44262.98,43079.95
875,35,6.8,High School,North,1,62889.57,46680.29
876,44,6.3,High School,North,0,47128.65,44000.1
877,43,7.4,High School,West,0,58857.63,49825.2
878,19,2.7,Bachelor's,West,0,38491.11,46398.05
879,22,3.6,Bachelor's,East,0,54387.6,46509.45
880,46,0.0,Bachelor's,East,0,41305.93,36705.99
881,22,6.0,Bachelor's,North,0,53017.46,58779.66
882,23,0.7,Bachelor's,North,0,35371.28,38096.98
883,36,3.4,High School,North,1,39899.24,34864.13
884,25,0.8,Master's,West,0,43440.31,49653.81
885,33,1.8,Master's,South,1,65702.68,51463.4
886,30,1.3,High School,South,1,43696.0,35214.64
887,18,1.8,High School,West,0,41167.65,37903.35
888,39,1.9,High School,East,0,32665.91,37526.57
889,37,1.9,High School,South,0,39245.92,35814.91
890,34,4.7,Bachelor's,East,0,48412.51,61665.81
891,48,0.8,Bachelor's,North,1,45542.95,35260.13
892,24,3.4,Bachelor's,North,1,57787.61,45854.33
893,42,5.4,Bachelor's,East,0,50982.92,58069.34
894,30,2.0,Bachelor's,North,1,46206.71,44570.35
895,21,1.6,Bachelor's,West,0,41780.91,45831.69
896,21,2.5,High School,East,0,38149.03,38179.03
897,23,5.4,High School,East,1,62420.14,51696.23
898,45,3.4,Bachelor's,East,1,62848.67,44169.96
899,48,1.9,High School,South,0,41912.43,41069.84
900,36,4.0,High School,East,0,45505.05,46683.99
901,46,0.8,Master's,East,0,49049.31,42558.84
902,29,4.4,Bachelor's,East,1,54943.43,53722.66
903,39,3.8,High School,South,0,42201.0,41227.84
904,24,2.4,Bachelor's,North,1,58137.12,42773.67
905,44,1.3,Bachelor's,South,0,49255.67,34345.52
906,27,1.2,High School,West,1,47111.36,29556.75
907,43,4.1,High School,East,1,58410.82,45132.45
908,36,5.5,Master's,West,0,56213.89,64755.37
909,24,1.7,High School,South,0,33544.07,34257.16
910,47,3.9,High School,North,0,43897.07,44967.94
911,20,0.0,Bachelor's,North,0,43804.76,41781.04
912,30,1.8,Bachelor's,East,0,42766.15,44018.56
913,30,2.9,High School,North,0,38401.42,35810.67
914,35,1.2,High School,South,1,46977.6,35364.22
915,45,1.1,High School,South,0,27751.61,35247.94
916,47,1.7,Master's,North,1,68030.35,52795.78
917,43,3.6,High School,East,1,46357.48,44261.61
918,37,2.6,Bachelor's,East,1,46283.08,40351.34
919,45,0.0,Master's,South,1,55050.34,42960.28
920,25,0.0,High School,North,0,38492.29,22405.51
921,46,1.8,Master's,South,1,63291.07,53387.98
922,48,3.9,Master's,South,1,70501.57,55850.75
923,26,0.0,Master's,West,1,55206.93,46723.26
924,24,2.0,High School,South,0,35239.73,30097.29
925,18,1.9,Bachelor's,East,0,36117.97,49303.92
926,20,5.8,Bachelor's,North,1,54033.1,50622.64
927,30,2.2,Master's,North,1,62671.23,54698.25
928,45,3.8,High School,West,0,47860.68,41871.8
929,47,3.3,Bachelor's,West,0,49568.21,47142.23
930,42,0.0,High School,East,1,43118.0,28919.36
931,48,4.5,High School,West,0,51527.83,40947.75
932,45,3.4,Bachelor's,South,0,49936.21,53380.78
933,34,4.0,Bachelor's,South,1,59436.34,50050.45
934,42,10.0,Bachelor's,East,1,73907.38,62923.11
935,41,0.0,Bachelor's,North,0,48111.06,36464.16
936,18,6.4,Master's,East,0,66980.92,64713.36
937,23,2.4,High School,West,0,32557.31,40791.22
938,38,3.6,Bachelor's,North,0,42868.14,46381.52
939,23,2.9,High School,North,0,44992.25,36548.89
940,43,2.2,High School,North,0,31267.37,36693.73
941,29,1.9,Bachelor's,West,0,52850.17,47193.7
942,30,3.7,Master's,South,0,42194.74,50624.98
943,49,0.0,Bachelor's,South,0,45112.98,40021.42
944,30,4.5,Bachelor's,West,1,63937.95,49643.75
945,46,2.2,High School,West,0,37095.81,35302.27
946,32,0.7,High School,East,0,31342.29,40106.3
947,38,2.1,Bachelor's,East,1,63753.57,43514.12
948,33,5.5,High School,South,1,60078.19,49518.78
949,39,1.9,High School,West,0,31271.97,38575.66
950,38,3.7,Bachelor's,East,1,50556.17,44379.9
951,28,1.5,High School,West,0,35500.75,27118.42
