id,age,prior_experience,education_level,region,treatment,salary
638,32,2.0,High School,West,0,26298.11
639,19,0.0,High School,West,0,33088.1
640,49,4.2,High School,North,0,48829.99
641,47,1.7,Bachelor's,South,1,51268.11
642,39,0.6,Master's,East,1,56186.35
643,33,1.8,Master's,North,0,49436.89
644,42,2.6,Bachelor's,South,0,46797.4
645,25,1.8,High School,North,0,35180.68
646,30,0.0,High School,South,0,33840.58
647,38,4.8,High School,East,1,60547.59
648,18,5.5,High School,North,1,52578.89
649,33,4.3,Bachelor's,East,1,59362.49
650,46,0.7,High School,North,0,36681.98
651,24,2.6,High School,South,0,30682.71
652,49,3.0,High School,North,0,29107.27
653,48,4.2,Bachelor's,West,1,61724.35
654,22,4.3,Bachelor's,West,1,63491.77
655,39,1.5,Bachelor's,North,0,38983.46
656,46,3.2,Bachelor's,West,1,54598.72
657,40,3.9,Master's,East,0,52942.72
658,20,5.9,High School,West,0,43400.31
659,29,4.4,Bachelor's,West,0,54694.52
660,43,4.6,Bachelor's,East,0,45831.85
661,33,3.2,Bachelor's,East,1,56175.35
662,36,5.8,Master's,South,1,67936.07
663,22,3.8,High School,East,1,44182.13
664,39,1.3,Bachelor's,North,1,56184.36
665,42,5.8,High School,West,0,44821.09
666,46,4.4,Bachelor's,South,1,62129.62
667,31,2.1,High School,East,1,38801.36
668,45,2.0,High School,West,1,42413.34
669,22,3.6,Bachelor's,North,1,62559.89
670,32,3.9,Bachelor's,North,1,72715.47
671,34,3.4,High School,South,0,30302.67
672,47,3.6,Bachelor's,North,0,47862.31
673,31,6.4,Bachelor's,West,1,69261.15
674,47,5.1,High School,East,1,52348.76
675,37,3.4,Bachelor's,North,0,52391.42
676,22,4.9,Bachelor's,East,1,58314.2
677,29,0.9,Bachelor's,West,1,51574.09
678,33,3.8,High School,West,1,48777.2
679,43,6.6,High School,East,1,65952.99
680,43,2.6,Bachelor's,West,0,42309.9
681,33,1.3,Master's,South,0,47154.83
682,38,1.7,Bachelor's,North,0,47815.91
683,24,0.8,High School,South,1,37322.01
684,21,1.4,Bachelor's,South,0,42635.18
685,18,2.3,Master's,South,0,42664.28
686,47,0.2,High School,East,1,35126.93
687,47,3.0,Master's,East,0,56004.37
688,22,4.8,Master's,West,1,64460.18
689,40,1.2,High School,East,0,30830.6
690,43,6.0,Master's,West,1,75581.14
691,27,4.0,High School,East,0,39168.82
692,39,5.1,Master's,West,0,64297.69
693,22,1.7,Bachelor's,North,0,44131.31
694,21,4.7,Bachelor's,West,0,54305.57
695,19,0.8,Bachelor's,North,0,46653.22
696,37,4.8,Bachelor's,West,1,63940.6
697,48,3.3,High School,East,1,57725.27
698,27,4.1,Bachelor's,East,0,54875.82
699,43,0.6,High School,North,0,29329.17
700,36,1.2,High School,South,0,40095.32
701,43,4.2,High School,South,0,43902.7
702,49,1.1,Bachelor's,West,1,49336.51
703,18,3.9,High School,East,0,43171.17
704,41,0.3,High School,South,0,36358.81
705,22,4.7,High School,East,1,56364.27
706,30,0.5,High School,East,1,50716.82
707,21,4.1,Bachelor's,East,0,55746.45
708,33,4.3,Master's,West,1,70369.59
709,41,1.6,High School,North,0,29689.03
710,33,4.2,Master's,West,1,66593.5
711,40,3.5,Bachelor's,South,0,48920.97
712,19,1.9,Bachelor's,North,0,47250.11
713,34,1.0,Bachelor's,South,0,44135.34
714,45,0.0,Master's,North,0,45847.7
715,49,3.7,High School,North,0,41699.65
716,49,0.0,Bachelor's,West,1,51602.28
717,44,3.2,Bachelor's,East,1,53279.13
718,37,2.5,Bachelor's,East,0,53896.89
719,41,4.4,Master's,North,1,57839.02
720,29,2.4,High School,West,0,44464.77
721,35,2.3,Bachelor's,South,1,54797.39
722,20,4.5,Bachelor's,South,1,66404.12
723,45,3.7,High School,East,1,52829.55
724,18,3.6,High School,East,0,42627.11
725,18,3.9,Bachelor's,South,1,62586.88
726,46,0.0,Master's,South,1,59045.27
727,36,4.5,Bachelor's,West,0,49896.58
728,28,4.2,Master's,South,0,62848.81
729,22,1.0,Bachelor's,West,0,35477.55
730,29,2.5,High School,East,0,37508.86
731,20,2.9,High School,South,0,42944.01
732,18,2.7,High School,East,0,43168.11
733,18,3.7,High School,North,0,43307.1
734,25,5.9,High School,North,0,45621.24
735,27,5.2,Bachelor's,North,1,67974.14
736,28,0.4,Bachelor's,South,0,35779.85
737,29,4.2,High School,East,1,61489.47
738,46,5.7,High School,South,1,56550.25
739,30,3.8,High School,East,0,33622.72
740,29,5.2,Bachelor's,West,0,47572.47
741,48,7.0,High School,South,1,61291.84
742,31,5.0,High School,North,1,55841.38
743,19,3.5,Master's,West,1,75344.13
744,46,5.1,Master's,East,0,55078.03
745,36,3.3,High School,South,1,50066.64
746,35,3.0,Bachelor's,East,0,41846.31
747,20,2.3,High School,East,0,34428.24
748,40,6.1,Bachelor's,South,0,64800.34
749,34,1.4,Bachelor's,South,0,36407.75
750,43,6.1,High School,East,0,51129.42
751,25,4.0,Bachelor's,East,1,61963.72
752,46,0.2,High School,West,0,30483.31
753,43,3.7,High School,North,1,53803.08
754,27,0.0,High School,East,1,34199.9
755,43,4.3,Bachelor's,North,0,59034.66
756,47,4.8,High School,West,0,53935.62
757,19,1.8,High School,North,0,35681.39
758,36,3.2,High School,North,0,51856.82
759,26,6.9,High School,West,0,48729.8
760,24,2.0,Bachelor's,East,1,55967.68
761,21,0.9,High School,North,0,39806.0
762,43,6.0,High School,East,0,45594.96
763,38,6.9,Bachelor's,East,1,61867.78
764,35,3.0,Bachelor's,South,1,48963.59
765,30,5.0,Master's,East,0,70372.91
766,28,5.7,Bachelor's,East,0,52403.73
767,46,1.5,High School,North,1,43616.41
768,41,2.0,Bachelor's,East,1,48524.34
769,21,5.5,Bachelor's,East,0,59126.94
770,42,6.4,High School,South,0,45202.29
771,38,4.1,Master's,South,1,64920.97
772,46,1.2,High School,North,1,45218.72
773,42,7.0,Master's,North,1,70602.14
774,21,1.9,Master's,South,0,49921.26
775,27,2.3,Bachelor's,South,0,52000.22
776,22,3.7,Master's,West,1,68195.3
777,26,6.1,Bachelor's,East,1,66977.67
778,41,4.7,High School,North,0,45198.18
779,49,3.8,Bachelor's,North,0,47543.52
780,20,3.9,High School,East,0,51760.49
781,34,3.1,High School,East,0,35200.3
782,20,4.1,Bachelor's,North,0,51403.47
783,33,0.0,High School,South,0,30575.13
784,21,2.4,High School,South,0,42264.17
785,35,3.5,Bachelor's,East,0,53963.8
786,34,0.7,Master's,North,0,46933.82
787,24,3.8,High School,East,0,42771.27
788,49,2.6,High School,South,1,49415.85
789,41,6.5,High School,West,0,38172.15
790,40,6.1,Bachelor's,West,1,58493.17
791,47,2.1,High School,South,0,33179.85
792,49,2.7,Bachelor's,East,0,43286.98
793,22,2.9,High School,West,1,42559.9
794,29,2.1,High School,South,1,50037.96
795,34,3.4,Master's,North,1,65180.74
796,40,1.5,High School,East,0,33376.83
797,30,0.7,Bachelor's,East,1,43935.53
798,40,4.2,High School,West,1,52513.54
799,42,4.3,Bachelor's,East,0,37643.75
800,20,1.4,Bachelor's,West,1,51359.32
801,26,4.8,High School,West,1,54688.05
802,47,1.7,High School,South,0,36420.11
803,34,3.5,High School,West,1,42698.48
804,34,4.6,Bachelor's,North,0,53046.15
805,47,2.9,Bachelor's,East,1,51591.17
806,37,3.9,Bachelor's,West,0,45666.1
807,33,2.0,Bachelor's,East,0,47491.08
808,42,2.6,High School,West,0,47891.77
809,39,2.6,High School,South,0,38021.64
810,30,1.5,High School,North,0,30435.05
811,44,2.6,High School,East,1,48882.71
812,36,0.0,High School,South,0,34695.15
813,34,2.0,Bachelor's,East,1,57158.07
814,21,2.4,Bachelor's,South,0,59006.31
815,29,2.5,Master's,North,0,48886.23
816,46,2.5,High School,West,0,38812.17
817,26,2.9,Bachelor's,South,1,64374.0
818,36,4.0,Master's,East,1,74307.45
819,29,4.7,Bachelor's,East,0,42496.71
820,26,1.7,High School,South,0,35084.62
821,24,0.6,High School,North,0,39203.4
822,45,0.9,High School,North,1,57200.95
823,31,2.0,High School,West,1,49595.76
824,48,2.3,Bachelor's,West,1,53049.16
825,49,1.5,High School,East,0,29334.01
826,37,0.4,High School,East,1,52317.02
827,36,2.1,Bachelor's,West,1,57906.98
828,43,3.4,Bachelor's,West,0,43848.23
829,32,4.2,Bachelor's,West,1,59554.39
830,33,1.9,Bachelor's,South,0,45206.39
831,38,2.2,High School,West,0,39241.05
832,22,1.1,High School,South,0,28941.72
833,20,2.9,High School,South,0,35740.41
834,29,1.3,Bachelor's,West,1,43644.76
835,42,4.1,Master's,North,1,72637.58
836,37,0.0,High School,North,0,28291.91
837,44,2.3,Bachelor's,East,1,57173.83
838,38,3.6,High School,West,1,57917.94
839,21,3.4,Bachelor's,East,1,59202.36
840,38,8.4,High School,West,0,54593.35
841,40,3.7,High School,East,0,42068.41
842,33,1.0,Master's,South,0,48291.64
843,42,2.8,Bachelor's,West,0,52658.04
844,24,0.0,Bachelor's,North,0,39554.19
845,30,2.8,High School,West,0,35794.4
846,38,1.3,High School,East,1,49240.91
847,27,4.8,High School,East,0,50644.76
848,43,1.9,Master's,East,0,44011.11
849,24,2.8,Master's,East,1,70963.32
850,31,1.7,Bachelor's,East,1,55010.21
851,48,6.5,High School,East,1,60849.46
852,43,2.4,Master's,North,1,67105.67
853,22,6.7,Bachelor's,East,1,65160.46
854,20,4.6,Bachelor's,North,1,66655.73
855,40,4.0,High School,West,0,40008.52
856,46,3.7,Bachelor's,South,1,51837.65
857,28,3.8,Bachelor's,North,0,44374.0
858,28,0.0,Master's,West,1,57835.11
859,35,2.4,Bachelor's,South,0,40599.36
860,32,4.7,High School,North,1,62121.33
861,29,2.9,Bachelor's,North,0,52653.03
862,26,0.2,Master's,West,0,52236.06
863,27,2.9,High School,East,0,39309.47
864,43,6.4,High School,North,0,50513.94
865,29,5.5,High School,North,0,40512.79
866,34,2.9,Bachelor's,West,0,51606.89
867,46,4.9,High School,East,1,56607.86
868,23,2.3,Bachelor's,South,1,57637.49
869,24,0.0,High School,East,0,38441.56
870,31,1.2,Master's,East,0,45423.39
871,30,6.1,High School,West,0,47746.62
872,25,2.5,High School,East,0,38989.4
873,27,2.5,Bachelor's,West,1,50862.52
874,26,2.4,Bachelor's,South,0,44262.98
875,35,6.8,High School,North,1,62889.57
876,44,6.3,High School,North,0,47128.65
877,43,7.4,High School,West,0,58857.63
878,19,2.7,Bachelor's,West,0,38491.11
879,22,3.6,Bachelor's,East,0,54387.6
880,46,0.0,Bachelor's,East,0,41305.93
881,22,6.0,Bachelor's,North,0,53017.46
882,23,0.7,Bachelor's,North,0,35371.28
883,36,3.4,High School,North,1,39899.24
884,25,0.8,Master's,West,0,43440.31
885,33,1.8,Master's,South,1,65702.68
886,30,1.3,High School,South,1,43696.0
887,18,1.8,High School,West,0,41167.65
888,39,1.9,High School,East,0,32665.91
889,37,1.9,High School,South,0,39245.92
890,34,4.7,Bachelor's,East,0,48412.51
891,48,0.8,Bachelor's,North,1,45542.95
892,24,3.4,Bachelor's,North,1,57787.61
893,42,5.4,Bachelor's,East,0,50982.92
894,30,2.0,Bachelor's,North,1,46206.71
895,21,1.6,Bachelor's,West,0,41780.91
896,21,2.5,High School,East,0,38149.03
897,23,5.4,High School,East,1,62420.14
898,45,3.4,Bachelor's,East,1,62848.67
899,48,1.9,High School,South,0,41912.43
900,36,4.0,High School,East,0,45505.05
901,46,0.8,Master's,East,0,49049.31
902,29,4.4,Bachelor's,East,1,54943.43
903,39,3.8,High School,South,0,42201.0
904,24,2.4,Bachelor's,North,1,58137.12
905,44,1.3,Bachelor's,South,0,49255.67
906,27,1.2,High School,West,1,47111.36
907,43,4.1,High School,East,1,58410.82
908,36,5.5,Master's,West,0,56213.89
909,24,1.7,High School,South,0,33544.07
910,47,3.9,High School,North,0,43897.07
911,20,0.0,Bachelor's,North,0,43804.76
912,30,1.8,Bachelor's,East,0,42766.15
913,30,2.9,High School,North,0,38401.42
914,35,1.2,High School,South,1,46977.6
915,45,1.1,High School,South,0,27751.61
916,47,1.7,Master's,North,1,68030.35
917,43,3.6,High School,East,1,46357.48
918,37,2.6,Bachelor's,East,1,46283.08
919,45,0.0,Master's,South,1,55050.34
920,25,0.0,High School,North,0,38492.29
921,46,1.8,Master's,South,1,63291.07
922,48,3.9,Master's,South,1,70501.57
923,26,0.0,Master's,West,1,55206.93
924,24,2.0,High School,South,0,35239.73
925,18,1.9,Bachelor's,East,0,36117.97
926,20,5.8,Bachelor's,North,1,54033.1
927,30,2.2,Master's,North,1,62671.23
928,45,3.8,High School,West,0,47860.68
929,47,3.3,Bachelor's,West,0,49568.21
930,42,0.0,High School,East,1,43118.0
931,48,4.5,High School,West,0,51527.83
932,45,3.4,Bachelor's,South,0,49936.21
933,34,4.0,Bachelor's,South,1,59436.34
934,42,10.0,Bachelor's,East,1,73907.38
935,41,0.0,Bachelor's,North,0,48111.06
936,18,6.4,Master's,East,0,66980.92
937,23,2.4,High School,West,0,32557.31
938,38,3.6,Bachelor's,North,0,42868.14
939,23,2.9,High School,North,0,44992.25
940,43,2.2,High School,North,0,31267.37
941,29,1.9,Bachelor's,West,0,52850.17
942,30,3.7,Master's,South,0,42194.74
943,49,0.0,Bachelor's,South,0,45112.98
944,30,4.5,Bachelor's,West,1,63937.95
945,46,2.2,High School,West,0,37095.81
946,32,0.7,High School,East,0,31342.29
947,38,2.1,Bachelor's,East,1,63753.57
948,33,5.5,High School,South,1,60078.19
949,39,1.9,High School,West,0,31271.97
950,38,3.7,Bachelor's,East,1,50556.17
951,28,1.5,High School,West,0,35500.75
952,45,4.5,High School,West,1,53542.18
953,22,4.4,Bachelor's,South,0,43513.71
954,21,6.7,Bachelor's,South,1,67814.69
955,20,2.6,Master's,West,0,50076.94
956,36,4.3,Bachelor's,North,0,51058.38
957,37,3.2,Bachelor's,North,1,61218.02
958,42,5.6,Master's,West,0,69238.28
959,35,1.6,Bachelor's,South,0,47231.45
960,32,4.5,High School,North,0,39862.83
961,26,2.6,High School,South,0,39676.39
962,34,2.9,Bachelor's,North,0,46930.41
963,31,3.2,Bachelor's,West,1,50889.87
964,32,3.5,Bachelor's,East,0,50504.61
965,48,2.8,Bachelor's,East,0,55585.99
966,18,3.4,Bachelor's,South,1,58450.41
967,38,6.2,Master's,South,1,65497.79
968,39,5.0,Bachelor's,North,1,63064.04
969,39,4.7,High School,West,1,48146.37
970,20,2.1,Master's,North,0,55584.79
971,33,1.2,High School,West,1,46288.88
972,40,4.9,Bachelor's,West,1,61877.25
973,42,4.8,Master's,South,1,67600.46
974,28,5.9,Bachelor's,East,0,54774.85
975,29,1.8,Bachelor's,East,0,43417.49
976,27,2.5,Bachelor's,South,1,51761.53
977,49,0.0,High School,East,1,33061.23
978,33,2.2,High School,South,0,42338.67
979,25,5.0,Bachelor's,North,1,61052.42
980,23,2.1,Bachelor's,West,0,45036.24
981,29,4.3,Bachelor's,East,0,52269.29
982,41,2.6,High School,East,0,39467.08
983,45,3.6,Bachelor's,North,0,43075.25
984,38,0.7,Bachelor's,North,1,41734.65
985,25,3.2,Bachelor's,East,1,54567.79
986,43,0.0,Bachelor's,East,0,39978.56
987,45,2.6,Bachelor's,South,1,52238.87
988,21,0.0,Bachelor's,South,0,36225.39
989,43,5.4,Bachelor's,East,0,64872.45
990,25,4.6,Master's,South,1,59437.32
991,43,3.9,High School,North,0,38024.86
992,45,6.0,Master's,West,0,72609.06
993,35,1.1,High School,South,0,33083.51
994,45,6.5,High School,West,0,45954.25
995,45,4.9,Master's,South,1,75436.99
996,22,2.5,High School,East,0,37856.82
997,26,5.3,Bachelor's,South,1,62072.18
998,21,0.8,Master's,West,0,48324.08
999,49,1.4,Master's,West,1,55762.37
1000,44,1.8,Master's,East,1,55261.01
1001,39,1.9,High School,West,1,45258.15
1002,48,0.9,Bachelor's,East,0,35605.67
1003,34,5.4,High School,East,0,46391.96
1004,26,2.5,Bachelor's,West,1,57218.91
1005,18,3.7,Master's,North,1,70380.33
1006,38,1.9,High School,West,0,41217.52
1007,37,0.0,Bachelor's,West,0,35971.32
1008,30,3.5,Bachelor's,South,0,51117.42
1009,45,0.0,Bachelor's,West,1,50462.62
1010,33,2.9,Master's,South,0,55227.29
1011,46,0.3,High School,South,0,28392.81
1012,30,7.0,Bachelor's,West,1,63783.32
1013,31,4.8,Master's,East,1,71978.19
1014,20,3.2,Bachelor's,North,0,39100.21
1015,46,5.5,High School,West,0,45243.04
1016,23,1.3,Bachelor's,West,0,29153.95
1017,35,4.1,High School,East,1,45578.86
1018,36,3.4,High School,South,1,45813.19
1019,49,3.5,Master's,East,1,71067.74
1020,22,5.5,Bachelor's,East,1,68074.66
1021,32,4.5,Master's,South,0,55625.28
1022,42,3.6,Master's,West,1,69379.19
1023,19,0.0,Bachelor's,East,1,52438.11
1024,27,1.1,High School,East,1,42436.4
1025,41,2.8,Bachelor's,West,1,49341.86
1026,47,3.2,High School,West,1,48520.67
1027,35,0.7,Master's,North,1,56729.32
1028,44,7.8,High School,East,1,57307.79
1029,30,6.0,High School,North,1,59933.6
1030,22,4.2,Bachelor's,South,1,62011.77
1031,40,3.1,High School,West,0,41657.43
1032,41,2.6,High School,West,1,49121.36
1033,18,1.1,Bachelor's,North,0,44937.7
1034,39,3.2,High School,East,1,48568.24
1035,18,3.5,High School,South,0,41555.44
1036,35,0.5,High School,East,0,29560.74
1037,49,3.7,Bachelor's,East,1,56082.56
1038,32,2.7,Bachelor's,North,0,52759.69
1039,34,0.0,Bachelor's,East,1,37781.16
1040,28,1.3,Bachelor's,North,1,56221.49
1041,38,2.2,High School,West,0,33415.66
1042,43,6.8,Master's,West,1,71575.94
1043,48,4.1,High School,West,0,43647.21
1044,42,0.3,Bachelor's,South,1,41539.06
1045,39,4.0,Master's,South,0,52836.1
1046,44,0.0,Master's,East,0,40754.3
1047,44,5.2,High School,North,1,54389.16
1048,34,2.1,High School,East,0,32152.56
1049,30,2.8,Bachelor's,West,1,64443.78
1050,18,5.7,High School,East,1,65939.86
1051,19,0.4,Master's,East,1,46167.05
1052,26,0.2,Bachelor's,East,1,51338.9
1053,20,1.8,Bachelor's,West,0,47791.72
1054,48,5.1,High School,North,1,57945.2
1055,18,0.0,Bachelor's,East,0,34709.43
1056,38,0.0,Bachelor's,West,0,36779.52
1057,33,2.1,Master's,South,1,57551.67
1058,40,4.1,High School,North,1,50209.12
1059,23,5.4,High School,West,1,50151.75
1060,45,2.1,High School,East,1,45647.09
1061,34,2.2,High School,West,0,29017.43
1062,22,5.3,Bachelor's,North,0,52922.73
1063,48,0.0,Master's,East,1,48757.09
1064,22,2.2,High School,South,0,37702.96
1065,23,3.4,Master's,South,1,61745.45
1066,20,3.9,High School,South,0,43148.21
1067,38,2.0,High School,West,0,41349.06
1068,40,3.1,High School,North,0,47153.88
1069,22,0.0,High School,South,0,17359.98
1070,38,1.7,Master's,East,0,45879.54
1071,22,3.9,High School,East,0,40205.62
1072,27,1.0,Bachelor's,East,0,43407.87
1073,27,3.1,Bachelor's,West,0,39102.13
1074,36,3.9,Master's,North,0,51770.77
1075,34,2.3,High School,North,0,37596.49
1076,38,3.3,High School,South,0,40447.22
1077,31,1.1,High School,North,0,35111.7
1078,26,2.6,Bachelor's,East,1,57978.71
1079,31,4.2,High School,East,1,54354.27
1080,18,3.3,Master's,West,1,65910.11
1081,36,1.8,Bachelor's,East,0,43759.51
1082,30,3.4,Bachelor's,North,1,61669.11
1083,30,4.4,Bachelor's,East,1,50091.05
1084,21,0.0,High School,South,0,37721.67
1085,47,5.3,Bachelor's,West,1,52932.03
1086,18,2.3,Master's,West,1,56586.66
1087,34,3.9,Master's,North,0,55419.14
1088,25,5.4,Master's,East,1,74546.55
1089,49,0.3,Master's,East,1,40793.62
1090,19,1.6,High School,North,1,44602.73
1091,45,2.4,High School,North,0,41230.68
1092,48,1.4,High School,South,0,39270.07
1093,25,6.5,High School,North,1,55922.97
1094,24,1.3,High School,East,0,32355.19
1095,43,1.9,Bachelor's,South,0,40585.98
1096,43,3.4,Bachelor's,West,1,56262.96
1097,19,0.6,Master's,East,0,41627.97
1098,39,2.2,Bachelor's,West,1,50179.65
1099,39,3.6,Master's,West,1,68076.6
1100,20,2.3,High School,West,1,47660.91
1101,44,2.8,High School,East,1,50897.61
1102,35,1.9,Bachelor's,West,0,44894.08
1103,29,0.0,High School,East,0,33521.69
1104,18,3.6,High School,West,0,45320.63
1105,39,6.5,High School,North,1,50821.02
1106,29,3.0,High School,North,0,34838.86
1107,22,3.5,Bachelor's,East,0,47194.7
1108,47,4.4,Bachelor's,West,1,61042.95
1109,47,0.5,Bachelor's,West,1,46033.56
1110,44,6.4,Bachelor's,West,1,71775.21
1111,42,3.4,High School,North,0,50113.71
1112,34,6.3,High School,West,1,59721.95
1113,33,1.5,High School,West,0,35023.51
1114,48,6.6,High School,East,1,64155.65
1115,32,4.6,Bachelor's,West,0,42321.73
1116,40,4.1,Bachelor's,North,1,60460.59
1117,32,3.5,Bachelor's,West,0,53299.33
1118,22,2.5,High School,North,0,34293.06
1119,38,5.4,Bachelor's,North,1,58070.39
1120,31,3.3,Bachelor's,South,0,46913.13
1121,19,0.0,Bachelor's,North,0,37696.57
1122,28,0.8,Bachelor's,South,0,35753.62
1123,36,2.6,Bachelor's,South,0,56365.73
1124,24,3.6,Bachelor's,West,1,56466.51
1125,23,2.9,Bachelor's,South,0,40892.17
1126,49,5.4,High School,East,0,45845.72
1127,45,0.0,Bachelor's,North,1,52539.3
1128,19,3.3,High School,East,0,39948.6
1129,23,0.0,High School,South,0,32427.97
1130,35,4.5,Master's,West,1,64200.72
1131,19,2.8,Master's,North,1,70871.69
1132,35,3.8,High School,East,0,44326.21
1133,47,1.3,Bachelor's,West,0,47055.21
1134,32,5.6,High School,South,0,48502.59
1135,44,5.1,Bachelor's,West,1,67374.77
1136,36,4.2,Master's,East,0,53136.0
1137,48,2.7,Master's,West,0,50765.84
1138,19,4.2,Bachelor's,East,1,67211.55
1139,37,1.6,High School,West,0,42557.35
1140,42,4.7,Bachelor's,North,0,46398.01
1141,23,6.3,High School,West,0,50145.57
1142,18,5.1,Master's,North,1,68268.94
1143,41,1.5,Master's,East,1,56137.23
1144,32,3.7,Bachelor's,North,0,50592.7
1145,45,0.4,High School,West,0,36945.97
1146,47,4.1,High School,North,0,44692.65
1147,40,3.9,High School,East,1,50106.06
1148,27,0.0,Master's,West,1,57574.31
1149,36,0.7,Bachelor's,North,1,48229.42
1150,34,2.4,High School,North,0,39361.74
1151,22,2.4,Bachelor's,South,1,62177.17
1152,46,0.6,Master's,North,0,36357.34
1153,21,3.8,High School,South,0,45320.13
1154,27,3.5,Master's,East,1,57813.57
1155,41,2.6,Master's,South,1,68976.02
1156,34,1.5,Master's,East,1,56280.12
1157,27,5.1,High School,North,0,39203.89
1158,34,6.3,High School,North,0,52408.79
1159,45,2.0,High School,South,0,37919.48
1160,37,1.8,High School,East,0,30331.06
1161,41,4.0,High School,North,1,45682.25
1162,22,2.3,Bachelor's,South,0,43914.42
1163,19,2.7,Bachelor's,South,1,50143.18
1164,23,4.5,Master's,South,0,53130.55
1165,38,0.0,High School,North,0,30578.1
1166,19,5.6,Bachelor's,East,0,50080.46
1167,30,3.1,Bachelor's,North,0,49568.78
1168,47,2.2,Bachelor's,West,1,61981.76
